DATAFLOW,MEASURE: Measure,LOAN_TYPE: Loan Type,LOAN_PURPOSE: Loan Purpose,LENDER_TYPE: Lender Type,TSEST: Adjustment Type,REGION: Region,FREQ: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,UNIT_MULT: Unit of Multiplier,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2021-07,1104.2,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2002-07,2855.2,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2002-08,2967.6,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2002-09,2793.6,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2002-10,2855.8,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2002-11,2992.5,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2002-12,3071,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2003-01,2900.3,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2003-02,3118.9,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2003-03,3067.5,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2003-04,3080.7,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2003-05,3174.3,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2003-06,3211.3,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2003-07,3415,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2003-08,3565.8,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2003-09,3669.6,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2003-10,3626.4,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2003-11,3864,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2003-12,3504.6,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2004-01,3480.6,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2004-02,3403.7,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2004-03,3374.2,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2004-04,3768.7,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2004-05,3735.1,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2004-06,3427.8,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2004-07,3202,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2004-08,3115.4,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2004-09,3275.3,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2004-10,3467.7,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2004-11,3251.2,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2004-12,3185.3,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2005-01,3201.2,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2005-02,3072,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2005-03,3141.4,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2005-04,3039.8,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2005-05,3056.4,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2005-06,3262.5,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2005-07,3386.1,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2005-08,3346.6,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2005-09,3273.1,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2005-10,3046.4,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2005-11,3076.6,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2005-12,3206.7,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2006-01,3302.4,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2006-02,3333.9,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2006-03,3694.4,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2006-04,4067.1,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2006-05,3760,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2006-06,3565.1,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2006-07,3394.5,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2006-08,3446.7,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2006-09,3471,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2006-10,3646.8,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2006-11,3413.5,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2006-12,3305.7,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2007-01,3515.8,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2007-02,3372.4,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2007-03,3554.5,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2007-04,3478.8,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2007-05,3648,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2007-06,4432.6,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2007-07,3706.2,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2007-08,3739.6,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2007-09,3604.4,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2007-10,3922.4,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2007-11,3842.1,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2007-12,4050.4,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2008-01,3810.9,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2008-02,4000.8,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2008-03,3582.9,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2008-04,3762.1,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2008-05,3835.4,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2008-06,3803.4,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2008-07,3723,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2008-08,3654.7,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2008-09,3683.9,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2008-10,3717.2,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2008-11,3819.7,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2008-12,3648.2,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2009-01,3878.4,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2009-02,3733.1,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2009-03,3650.8,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2009-04,3777,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2009-05,3570.2,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2009-06,3520.5,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2009-07,3703.1,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2009-08,3966.9,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2009-09,3818.8,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2009-10,3610.5,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2009-11,3730,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2009-12,4026,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2010-01,3882,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2010-02,4066.2,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2010-03,4289.9,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2010-04,3850.9,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2010-05,3765.5,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2010-06,3892.2,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2010-07,3819.8,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2010-08,3745.2,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2010-09,3966.8,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,20: Seasonally Adjusted,AUS: Australia,M: Monthly,2010-10,3752.1,AUD: Australian Dollars,6: Millions,,
