DATAFLOW,MEASURE: Measure,LOAN_TYPE: Loan Type,LOAN_PURPOSE: Loan Purpose,LENDER_TYPE: Lender Type,TSEST: Adjustment Type,REGION: Region,FREQ: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,UNIT_MULT: Unit of Multiplier,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2002-07,3086.7,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2002-08,3009.5,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2002-09,2613.1,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2002-10,3004.5,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2002-11,3064.5,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2002-12,3036.9,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2003-01,2559.3,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2003-02,2740.9,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2003-03,3164.1,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2003-04,2921.8,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2003-05,3328.9,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2003-06,3447.1,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2003-07,3777.6,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2003-08,3459.7,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2003-09,3641.8,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2003-10,3741.5,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2003-11,3806.7,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2003-12,3652.2,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2004-01,3014,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2004-02,3004.8,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2004-03,3771.3,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2004-04,3445.7,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2004-05,3695.7,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2004-06,4044.4,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2004-07,3383.9,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2004-08,3044.4,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2004-09,3309.7,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2004-10,3359.9,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2004-11,3339,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2004-12,3329.4,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2005-01,2638.1,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2005-02,2731.5,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2005-03,3311.8,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2005-04,2944.5,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2005-05,3113.6,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2005-06,3794.4,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2005-07,3426.3,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2005-08,3446.9,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2005-09,3248,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2005-10,2899.9,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2005-11,3262.5,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2005-12,3249.5,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2006-01,2832.8,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2006-02,2985.9,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2006-03,4142.5,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2006-04,3506.1,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2006-05,4067.3,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2006-06,4024.1,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2006-07,3408.1,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2006-08,3591.4,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2006-09,3353.3,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2006-10,3596.1,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2006-11,3577,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2006-12,3200.6,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2007-01,3260.8,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2007-02,3039.6,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2007-03,3750.8,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2007-04,3077,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2007-05,3975.1,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2007-06,4835.8,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2007-07,3864.2,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2007-08,3818.4,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2007-09,3346.2,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2007-10,4156.9,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2007-11,3860,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2007-12,3927,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2008-01,3575.2,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2008-02,3741.4,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2008-03,3409.7,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2008-04,3876.4,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2008-05,3840.1,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2008-06,4153.1,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2008-07,4175.6,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2008-08,3339.5,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2008-09,3691.6,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2008-10,3892.6,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2008-11,3571.4,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2008-12,3950.4,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2009-01,3371.7,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2009-02,3435.4,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2009-03,3911.2,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2009-04,3584,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2009-05,3415.4,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2009-06,4021.7,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2009-07,4076.3,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2009-08,3683.7,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2009-09,3912.1,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2009-10,3535,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2009-11,3635.7,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2009-12,4330.8,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2010-01,3260.9,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2010-02,3800.5,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2010-03,4746.5,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2010-04,3591.4,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2010-05,3715.4,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2010-06,4493.3,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2010-07,3950.5,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2010-08,3614.7,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2010-09,4014.5,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2010-10,3526.8,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2010-11,3856.3,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2010-12,4200.5,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2011-01,2857.1,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2011-02,3014.4,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2011-03,3587.5,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2011-04,2724.1,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2011-05,3233.4,AUD: Australian Dollars,6: Millions,,
ABS:LEND_PERSONAL(1.0.0),1: Value of New Loan Commitments,DV8269: Revolving credit,TOTLOANPURP: Total purpose including refinancing,TOT: Total lender type,10: Original,AUS: Australia,M: Monthly,2011-06,3551.7,AUD: Australian Dollars,6: Millions,,
